#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
100064,Florian,Water,,Aqua Shot,80,Water,#419,16.00%,Vortex Tsunami,125,Water,#399,20.00%,Extreme Speed,85,Normal,#28,14.00%,Torrential Tempest,70,Water,#63,13.00%,Aqua Veil,***,#67,9.00%,Charm Beam,**,#336,9.00%,Dive,#387,14.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA261DA090000026E
100065,Beezal,Bug,Steel,Web Shot Lunge,100,Bug,#220,13.00%,Metallic Rush,80,Steel,#308,10.00%,Omega Steel Strike,85,Steel,#316,20.00%,Bedrock Blast,70,Rock,#243,12.00%,Ancient Power,***,#247,8.00%,Steel Plague,****,#320,9.00%,Fly,#391,14.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB947AB0A0000026F
100066,Beatz,Ghost,,Banshee Blast,120,Ghost,#257,22.00%,Ethereal Blast,80,Ghost,#254,19.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Electro Ball,70,Electric,#99,13.00%,Soul Drain,***,#265,11.00%,Deafening Scream,***,#453,13.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED02D7C0B00000270
100067,Casclaw,Psychic,,Confusion Strike,50,Psychic,#198,11.00%,Hyperspace Punch,120,Psychic,#204,17.00%,Malicious Pinch,70,Dark,#416,13.00%,Psychic Power,75,Psychic,#478,16.00%,Alternate Dimension,****,#463,12.00%,Special Talent,****,#446,12.00%,Mirage,#383,7.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE7134D0C00000271
100068,Mayflow,Grass,Poison,Grass Whirlwind,50,Grass,#71,20.00%,Roots Below,125,Grass,#400,5.00%,Terra Tackle,40,Ground,#169,15.00%,Venom Pounce,70,Poison,#153,14.00%,Toxic Wasteland,*****,#460,15.00%,Leaf Wrap,*****,#443,18.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E40D04453000002B8
100069,Kaijusaur,Cosmic,Normal,Portal Slam,80,Cosmic,#344,25.00%,Jaw Crush,85,Normal,#16,12.00%,Solar Storm,70,Cosmic,#351,15.00%,Aurora Blast,55,Cosmic,#350,9.00%,Special Talent,****,#446,15.00%,Counter Attack,***,#449,13.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E57B61554000002B9
100070,Tigeren,Fire,,Claw Crush,100,Dragon,#273,21.00%,Magma Blast,80,Fire,#38,11.00%,Infernal Explosion,85,Fire,#46,18.00%,Flame Whirlwind,70,Fire,#45,16.00%,Fire Cloak,*,#47,11.00%,Blinding Light,**,#451,10.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6E9BE655000002BA
100071,Hotdawg,Grass,Normal,Death Hug,125,Normal,#397,11.00%,Jaw Crush,85,Normal,#16,18.00%,Extreme Speed,85,Normal,#28,15.00%,Pollen Puff,55,Grass,#80,18.00%,Pressure Point,*****,#440,14.00%,Seed Scatter,***,#85,12.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3050307F000002E4
100072,Slyce,Cosmic,Psychic,Interdimensional Rift,80,Cosmic,#343,13.00%,Portal Slam,80,Cosmic,#344,12.00%,Psychic Power,75,Psychic,#478,20.00%,Aura Sphere Blast,70,Psychic,#207,19.00%,Telekinetic Shield,**,#210,12.00%,Thought Scramble,****,#212,11.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E47360180000002E5
100073,Noodo,Bug,,Rapid Sting,80,Bug,#428,15.00%,Insects Rising,125,Bug,#407,20.00%,Bug Strike,75,Bug,#491,15.00%,Bug Brawl,40,Bug,#223,7.00%,Rapid Evolution,****,#464,20.00%,Infestation,****,#230,14.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5E1BD281000002E6
100074,Bobzi,Grass,Water,Aqua Shot,80,Water,#419,16.00%,Thorn Shot,80,Grass,#420,15.00%,Torrential Tempest,70,Water,#63,19.00%,Leaf Tornado,70,Grass,#81,20.00%,Bubble Barrier,**,#66,14.00%,Leaf Wrap,*****,#443,7.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7501A382000002E7
100075,Bamix,Normal,,Skull Bash,80,Normal,#14,16.00%,Last Resort,120,Normal,#24,12.00%,Snuggle Tackle,70,Normal,#27,22.00%,Jet Strike,55,Normal,#26,10.00%,Disarm,*****,#441,13.00%,Counter Attack,***,#449,15.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8BE77483000002E8
100076,Roarex,Dark,Ground,Cataclysm,125,Ground,#404,19.00%,Ground Shatter,100,Ground,#166,24.00%,Eclipse Eruption,55,Dark,#296,7.00%,Eternal Nightfall,85,Dark,#298,14.00%,Tectonic Divide,*****,#461,8.00%,Frighten,*,#299,15.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA2CD4584000002E9
100077,Bluejay,Flying,,Aerial Assault,80,Flying,#181,19.00%,Feather Shot,80,Flying,#426,18.00%,Flying Strike,75,Flying,#490,14.00%,Talon Tornado,85,Flying,#190,16.00%,Soothing Voice,***,#452,11.00%,Screech,***,#31,7.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB9B31685000002EA
100078,Ciana,Normal,,Bump and Run,100,Normal,#20,22.00%,Wild Rush,80,Normal,#15,8.00%,Extreme Speed,85,Normal,#28,16.00%,Snuggle Tackle,70,Normal,#27,18.00%,Special Talent,****,#446,9.00%,Counter Attack,***,#449,16.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED098E786000002EB
100079,Meiru,Fairy,Grass,Sparkle Burst,80,Fairy,#434,14.00%,Angelic Annihilation,120,Fairy,#330,20.00%,Pollen Puff,55,Grass,#80,18.00%,Blossom Blast,40,Grass,#79,20.00%,Leaf Wrap,*****,#443,8.00%,Soothing Voice,***,#452,10.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE77EB887000002EC
100080,Popkee,Fire,,Fire Ball,80,Fire,#418,20.00%,Chain Lightning,100,Electric,#510,14.00%,Flame Whirlwind,70,Fire,#45,13.00%,Ember Wheel,40,Fire,#43,13.00%,Hellfire,*****,#454,14.00%,Blinding Light,**,#451,12.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFE648988000002ED
200001,Experiment 001,Fire,Ghost,Fire Ball,80,Fire,#418,9.00%,Poltergeist Strike,50,Ghost,#251,8.00%,Cursed Cut,55,Ghost,#260,12.00%,Flame Whirlwind,70,Fire,#45,14.00%,Hellfire,*****,#454,19.00%,Soul Drain,***,#265,18.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E784AD181000001E6
200002,Experiment 002,Cosmic,Normal,Starlight Burst,80,Cosmic,#435,15.00%,Death Hug,125,Normal,#397,15.00%,Night Terror,70,Ghost,#261,13.00%,Electro Ball,70,Electric,#99,7.00%,Lucky Comet,****,#471,23.00%,Haunting Curse,**,#264,13.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8F30A282000001E7
200003,Experiment 003,Poison,Psychic,Reality Bend,125,Psychic,#406,11.00%,Toxic Tornado,100,Poison,#148,16.00%,Noxious Eruption,85,Poison,#154,16.00%,Solar Storm,70,Cosmic,#351,8.00%,Pressure Point,*****,#440,18.00%,Soothing Voice,***,#452,10.00%,Mirage,#383,8.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA6167383000001E8
200004,Experiment 004,Fighting,Rock,Cataclysm,125,Ground,#404,13.00%,Rock Shot,80,Rock,#429,18.00%,Close Combat,85,Fighting,#136,7.00%,Geode Grenade,85,Rock,#244,10.00%,Quarry Coffin,****,#248,19.00%,Lazer Focus,*****,#459,10.00%,Leap,#380,9.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBCFC4484000001E9
200005,Experiment 005,Psychic,Water,Water Gun,50,Water,#53,12.00%,Psyshock Slam,100,Psychic,#202,8.00%,Telepathic Tempest,85,Psychic,#208,10.00%,Rain Dance Rush,40,Water,#61,9.00%,Briny Blast,****,#68,20.00%,Sacred Garden,*****,#456,19.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED3E21585000001EA
200006,Experiment 006,Ghost,Undead,Zen Headbutt,80,Psychic,#200,12.00%,Apparition Slam,80,Ghost,#430,22.00%,Night Terror,70,Ghost,#261,15.00%,Ghoulish Grab,40,Undead,#367,9.00%,Eerie Mist,*****,#466,14.00%,Disarm,*****,#441,9.00%,Shadow Swap,#382,9.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEAC7E686000001EB
200007,Experiment 007,Rock,Water,Aqua Shot,80,Water,#419,13.00%,Meteoric Impact,125,Rock,#408,18.00%,Rock Throw,40,Rock,#241,8.00%,Close Combat,85,Fighting,#136,16.00%,Knacker,**,#450,17.00%,Neck Snap,*****,#439,13.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E01ADB787000001EC
200008,Experiment 008,Ghost,Rock,Phantom Abyss,125,Ghost,#409,21.00%,Reality Bend,125,Psychic,#406,13.00%,Quick Attack,40,Normal,#25,8.00%,Fossil Fury,55,Rock,#242,7.00%,Ancient Power,***,#247,14.00%,Paranoia,*****,#445,17.00%,Counter,#389,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E18938888000001ED
200009,Experiment 009,Ice,Normal,Hail Scatter,80,Ice,#422,16.00%,Clap Slap,45,Normal,#8,8.00%,Hailstorm Fury,70,Ice,#117,18.00%,Snuggle Tackle,70,Normal,#27,13.00%,Special Talent,****,#446,16.00%,Sub Zero,*****,#458,18.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2F795989000001EE
200010,Experiment 010,Dragonling,Flying,Gale Force Barrage,125,Flying,#405,14.00%,Aerial Assault,80,Flying,#181,16.00%,Dive Tackle,40,Flying,#187,7.00%,Dimensional Shredder,85,Dragon,#280,17.00%,Deafening Scream,***,#453,9.00%,Dragonfire Cloak,****,#467,19.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E465F2A8A000001EF
200011,Experiment 011,Bug,Cosmic,Insects Rising,125,Bug,#407,14.00%,Starlight Burst,80,Cosmic,#435,26.00%,Bug Brawl,40,Bug,#223,8.00%,Snuggle Tackle,70,Normal,#27,19.00%,Rapid Evolution,****,#464,16.00%,Infestation,****,#230,8.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5D44FB8B000001F0
200012,Experiment 012,Bug,Dark,Shadow Assault,80,Dark,#432,18.00%,Spine Strike,50,Bug,#215,16.00%,Crawler Clobber,85,Bug,#226,25.00%,Eternal Nightfall,85,Dark,#298,15.00%,Rapid Evolution,****,#464,8.00%,Total Darkness,*****,#468,7.00%,Burrow,#385,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E742ACC8C000001F1
200013,Experiment 013,Fire,Rock,Rock Shot,80,Rock,#429,14.00%,Heat Wave,50,Fire,#35,17.00%,Searing Strike,55,Fire,#44,15.00%,Digging Strike,55,Ground,#170,18.00%,Hellfire,*****,#454,16.00%,Direct Explosion,*****,#438,9.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8B109D8D000001F2
200014,Experiment 014,Cosmic,Ghost,Hyperspace Punch,120,Psychic,#204,9.00%,Cosmic Ray Beam,100,Cosmic,#345,13.00%,Cursed Cut,55,Ghost,#260,11.00%,Aurora Blast,55,Cosmic,#350,14.00%,Special Talent,****,#446,15.00%,Eerie Mist,*****,#466,12.00%,Illusion,#392,11.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA1F66E8E000001F3
200015,Experiment 015,Cosmic,Psychic,Dimensional Lazer,125,Cosmic,#396,17.00%,Brain Torment,80,Psychic,#427,22.00%,Lunar Wave,40,Cosmic,#349,9.00%,Psychic Surge,55,Psychic,#206,10.00%,Sucker Punch,***,#448,11.00%,Awaken,****,#447,18.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB8DC3F8F000001F4
200016,Experiment 016,Ghost,Poison,Venom Nova,125,Poison,#403,12.00%,Toxic Spray,30,Poison,#142,10.00%,Ghostly Guillotine,85,Ghost,#262,8.00%,Sludge Cannon,55,Poison,#152,10.00%,Paranoia,*****,#445,14.00%,Toxic Wasteland,*****,#460,21.00%,Protect,#377,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECFC21090000001F5
200017,Experiment 017,Fire,Psychic,Magma Blast,80,Fire,#38,25.00%,Fire Ball,80,Fire,#418,13.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Psychic Surge,55,Psychic,#206,11.00%,Hypnosis Haze,*,#209,8.00%,Disarm,*****,#441,11.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE6A7E191000001F6
200018,Experiment 018,Fairy,Psychic,Mystic Moonbeam,120,Fairy,#329,12.00%,Spectral Beam,50,Ghost,#252,18.00%,Obilivion Orb,70,Dark,#297,13.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Blind,*****,#442,16.00%,Alternate Dimension,****,#463,10.00%,Protect,#377,5.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFD8DB292000001F7
200019,Experiment 019,Flying,Ghost,Apparition Slam,80,Ghost,#430,11.00%,Dive Bomb,100,Flying,#184,14.00%,Jet Strike,55,Normal,#26,10.00%,Wraith Whip,70,Undead,#369,22.00%,Paranoia,*****,#445,13.00%,Dark Cloud,*****,#444,10.00%,Fly,#391,6.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E14738393000001F8
200020,Experiment 020,Dragonling,Electric,Voltage Overload,125,Electric,#401,13.00%,Arc Lightning,80,Electric,#421,17.00%,Supernova,70,Dragon,#279,10.00%,Talon Tornado,85,Flying,#190,15.00%,Dragon's Roar,***,#283,16.00%,Eye of the Storm,*****,#457,10.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2B595494000001F9
200021,Experiment 021,Electric,Ghost,Electro Storm,100,Electric,#93,24.00%,Spectral Beam,50,Ghost,#252,12.00%,Electro Ball,70,Electric,#99,14.00%,Shockwave Smash,85,Electric,#100,20.00%,Thunderous Roar,***,#103,9.00%,Eye of the Storm,*****,#457,10.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E423F2595000001FA
200022,Experiment 022,Fire,Electric,Napalm,125,Fire,#398,11.00%,Fire Ball,80,Fire,#418,12.00%,Electro Ball,70,Electric,#99,16.00%,Obilivion Orb,70,Dark,#297,15.00%,Dark Cloud,*****,#444,12.00%,Counter Attack,***,#449,7.00%,Dodge,#376,9.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5924F696000001FB
200023,Experiment 023,Ghost,Normal,Bump and Run,100,Normal,#20,15.00%,Death Hug,125,Normal,#397,16.00%,Malicious Pinch,70,Dark,#416,15.00%,Night Terror,70,Ghost,#261,19.00%,Paranoia,*****,#445,7.00%,Special Talent,****,#446,8.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E700AC797000001FC
200024,Experiment 024,Cosmic,Undead,Death Hug,125,Normal,#397,13.00%,Necro Blast,80,Undead,#436,19.00%,Solar Storm,70,Cosmic,#351,14.00%,Interstellar Impact,85,Cosmic,#352,19.00%,Space Time Warp,**,#354,13.00%,Lucky Comet,****,#471,9.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E86F09898000001FD
200025,Experiment 025,Ghost,Psychic,Reality Bend,125,Psychic,#406,22.00%,Dream Eater,120,Psychic,#203,20.00%,Ghoulish Grab,40,Undead,#367,13.00%,Cursed Cut,55,Ghost,#260,10.00%,Soul Drain,***,#265,9.00%,Telekinetic Shield,**,#210,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9DD66999000001FE
200026,Experiment 026,Fire,Flying,Feather Shot,80,Flying,#426,11.00%,Heat Wave,50,Fire,#35,6.00%,Whirlwind Whack,70,Flying,#189,15.00%,Flame Whirlwind,70,Fire,#45,17.00%,Hellfire,*****,#454,21.00%,Fire Cloak,*,#47,10.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB4BC3A9A000001FF
200027,Experiment 027,Ghost,Grass,Banshee Blast,120,Ghost,#257,16.00%,Solar Beam,100,Grass,#75,16.00%,Crystal Crush,85,Ice,#118,21.00%,Sludge Cannon,55,Poison,#152,19.00%,Leaf Wrap,*****,#443,8.00%,Disarm,*****,#441,6.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECBA20B9B00000200
200028,Experiment 028,Cosmic,Grass,Roots Below,125,Grass,#400,17.00%,Piercing Sparkle,125,Fairy,#413,12.00%,Solar Storm,70,Cosmic,#351,12.00%,Lunar Wave,40,Cosmic,#349,8.00%,Sacred Garden,*****,#456,15.00%,Lucky Comet,****,#471,10.00%,Protect,#377,5.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE287DC9C00000201
200029,Experiment 029,Cosmic,Electric,Arc Lightning,80,Electric,#421,13.00%,Volt Tackle,30,Electric,#88,12.00%,Aurora Blast,55,Cosmic,#350,14.00%,Electro Ball,70,Electric,#99,12.00%,Direct Explosion,*****,#438,15.00%,Special Talent,****,#446,19.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF96DAD9D00000202
200030,Experiment 030,Dragonling,Dark,Whitefire,125,Dragon,#410,19.00%,Shadow Assault,80,Dark,#432,18.00%,Malicious Pinch,70,Dark,#416,9.00%,Dimensional Shredder,85,Dragon,#280,11.00%,Dragon's Roar,***,#283,17.00%,Dragonfire Cloak,****,#467,10.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E10537E9E00000203
200031,Experiment 031,Ghost,Normal,Phantom Abyss,125,Ghost,#409,19.00%,Clap Slap,45,Normal,#8,16.00%,Snuggle Tackle,70,Normal,#27,20.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Blind,*****,#442,14.00%,Eerie Mist,*****,#466,7.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E27394F9F00000204
200032,Experiment 032,Ghost,Ice,Frost Bite,30,Ice,#105,7.00%,Frozen Tundra,125,Ice,#402,24.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Artic Chill,55,Ice,#116,13.00%,Sub Zero,*****,#458,16.00%,Eerie Mist,*****,#466,13.00%,Illusion,#392,10.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3E1F20A000000205
200033,Experiment 033,Bug,Psychic,Brain Torment,80,Psychic,#427,18.00%,Reality Bend,125,Psychic,#406,27.00%,Telepathic Tempest,85,Psychic,#208,15.00%,Solar Storm,70,Cosmic,#351,12.00%,Leech,*,#227,11.00%,Sticky Web,**,#228,4.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5504F1A100000206
200034,Experiment 034,Fighting,Steel,Metal Fang,100,Steel,#309,29.00%,Pile Drive,80,Fighting,#423,14.00%,Low Sweep,40,Fighting,#133,9.00%,Steel Swipe,55,Steel,#314,20.00%,Iron Defense,**,#318,14.00%,Rust,*,#317,4.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6BEAC2A200000207
200035,Experiment 035,Fighting,Psychic,Brain Torment,80,Psychic,#427,15.00%,Fatal Sneak Attack,125,Fighting,#395,12.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Close Combat,85,Fighting,#136,17.00%,Guard Up,***,#139,15.00%,Counter Attack,***,#449,10.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E82D093A300000208
200036,Experiment 036,Fire,Psychic,Fireball Storm,120,Fire,#42,23.00%,Heat Wave,50,Fire,#35,5.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Rock Throw,40,Rock,#241,10.00%,Burn Up,**,#48,9.00%,Impenetrable Armour,****,#465,19.00%,Evade,#375,8.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3153A646000001AB
200037,Experiment 037,Poison,Rock,Poison Spike,80,Poison,#424,16.00%,Venom Nova,125,Poison,#403,22.00%,Venom Pounce,70,Poison,#153,11.00%,Noxious Eruption,85,Poison,#154,12.00%,Toxic Wasteland,*****,#460,22.00%,Gravel Grind,*,#245,8.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E48397747000001AC
200038,Experiment 038,Fire,Undead,Corpse Explosion,80,Undead,#361,18.00%,Napalm,125,Fire,#398,20.00%,Decay Dive,55,Undead,#368,10.00%,Infernal Explosion,85,Fire,#46,13.00%,Burn Up,**,#48,15.00%,Deathly Curse,**,#372,11.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5F1F4848000001AD
200039,Experiment 039,Cosmic,Ghost,Ghastly Grapple,100,Ghost,#256,18.00%,Apparition Slam,80,Ghost,#430,12.00%,Wraith Whip,70,Undead,#369,19.00%,Deathly Dismemberment,85,Undead,#370,24.00%,Deathly Curse,**,#372,11.00%,Deafening Scream,***,#453,7.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E76051949000001AE
200040,Experiment 040,Cosmic,Dragonling,Starlight Burst,80,Cosmic,#435,23.00%,Starry Nightfall,100,Cosmic,#346,15.00%,Talon Hammer,55,Dragon,#278,8.00%,Supernova,70,Dragon,#279,13.00%,Lucky Comet,****,#471,18.00%,Deafening Scream,***,#453,11.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8CEAEA4A000001AF
200041,Normal Titan,Normal,,Tectonic Suplex,200,Normal,#523,32.00%,Death Hug,125,Normal,#397,10.00%,Close Combat,85,Fighting,#136,5.00%,Extreme Speed,85,Normal,#28,5.00%,Confuse Ray,*,#29,5.00%,Spirit Boost,*,#137,5.00%,Counter,#389,40.00%,Miss,#1,38.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFECFF50300000368
200042,Fire Titan,Fire,,Inferno Core Blast,200,Fire,#524,21.00%,Inferno Blitz,80,Fire,#37,15.00%,Searing Strike,55,Fire,#44,4.00%,Quick Attack,40,Normal,#25,6.00%,Surge Shield,*,#101,5.00%,Fire Cloak,*,#47,5.00%,Riftwalk,#381,65.00%,Miss,#1,44.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E15B5C60400000369
200043,Water Titan,Water,,Abyssal Trench,200,Water,#525,29.00%,Tidal Wave,80,Water,#55,11.00%,Rain Dance Rush,40,Water,#61,7.00%,Water Whip,55,Water,#62,7.00%,Seafoam Shield,*,#65,3.00%,Hypnosis Haze,*,#209,2.00%,Dive,#387,43.00%,Miss,#1,41.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2C9B97050000036A
200044,Grass Titan,Grass,,Twisted Forest,200,Grass,#526,26.00%,Forest Fury,100,Grass,#76,6.00%,Leaf Tornado,70,Grass,#81,10.00%,Chlorophyll Charge,85,Grass,#82,10.00%,Petal Dance,*,#83,5.00%,Phantom Scream,*,#263,5.00%,Illusion,#392,41.00%,Miss,#1,38.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E438168060000036B
200045,Electric Titan,Electric,,Obliterating Volt,200,Electric,#527,28.00%,Voltage Overload,125,Electric,#401,12.00%,Talon Tornado,85,Flying,#190,3.00%,Shockwave Smash,85,Electric,#100,4.00%,Tailwind Boost,**,#192,8.00%,Magnet Wave,**,#102,7.00%,Acrobatics,#393,45.00%,Miss,#1,38.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5A6739070000036C
200046,Ice Titan,Ice,,Liquid Nitrogen Blast,200,Ice,#528,35.00%,Frozen Tundra,125,Ice,#402,11.00%,Crystal Crush,85,Ice,#118,5.00%,Geode Grenade,85,Rock,#244,9.00%,Icy Wind,*,#119,2.00%,Freeze Ray,**,#120,3.00%,Mirage,#383,50.00%,Miss,#1,35.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E714D0A080000036D
200047,Fighting Titan,Fighting,,Serious Punch,200,Fighting,#529,25.00%,Jaw Crush,85,Normal,#16,12.00%,Cross Chop,55,Fighting,#134,10.00%,Low Sweep,40,Fighting,#133,8.00%,Courageous Roar,**,#138,2.00%,Spirit Boost,*,#137,2.00%,Counter,#389,53.00%,Miss,#1,41.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8832DB090000036E
200048,Poison Titan,Poison,,Max Necrosis,200,Poison,#530,29.00%,Venom Nova,125,Poison,#403,9.00%,Noxious Eruption,85,Poison,#154,9.00%,Eternal Nightfall,85,Dark,#298,10.00%,Toxic Touch,*,#155,4.00%,Frighten,*,#299,4.00%,Evade,#375,44.00%,Miss,#1,35.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9F18AC0A0000036F
200049,Ground Titan,Ground,,Depths of Earth,200,Ground,#531,25.00%,Earthquake,100,Ground,#165,5.00%,Tremor Shake,70,Ground,#171,10.00%,Digging Strike,55,Ground,#170,9.00%,Dust Devil,**,#174,10.00%,Quicksand Sinkhole,*,#173,2.00%,Wall of Presents,#386,57.00%,Miss,#1,39.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB5FE7D0B00000370
