#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
200025,Experiment 025,Ghost,Psychic,Reality Bend,125,Psychic,#406,21.00%,Dream Eater,120,Psychic,#203,20.00%,Ghoulish Grab,40,Undead,#367,13.00%,Cursed Cut,55,Ghost,#260,10.00%,Soul Drain,***,#265,8.00%,Alternate Dimension,****,#463,17.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9DD66999000001FE
200026,Experiment 026,Fire,Flying,Feather Shot,80,Flying,#426,11.00%,Heat Wave,50,Fire,#35,6.00%,Whirlwind Whack,70,Flying,#189,15.00%,Flame Whirlwind,70,Fire,#45,17.00%,Hellfire,*****,#454,22.00%,Burn Up,**,#48,10.00%,,,,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB4BC3A9A000001FF
200027,Experiment 027,Ghost,Grass,Banshee Blast,120,Ghost,#257,15.00%,Solar Beam,100,Grass,#75,16.00%,Crystal Crush,85,Ice,#118,21.00%,Sludge Cannon,55,Poison,#152,19.00%,Leaf Wrap,*****,#443,8.00%,Disarm,*****,#441,6.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECBA20B9B00000200
200028,Experiment 028,Cosmic,Grass,Roots Below,125,Grass,#400,18.00%,Piercing Sparkle,125,Fairy,#413,12.00%,Solar Storm,70,Cosmic,#351,12.00%,Lunar Wave,40,Cosmic,#349,8.00%,Sacred Garden,*****,#456,15.00%,Lucky Comet,****,#471,10.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE287DC9C00000201
200029,Experiment 029,Cosmic,Electric,Arc Lightning,80,Electric,#421,14.00%,Volt Tackle,30,Electric,#88,12.00%,Aurora Blast,55,Cosmic,#350,14.00%,Electro Ball,70,Electric,#99,12.00%,Direct Explosion,*****,#438,14.00%,Special Talent,****,#446,20.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF96DAD9D00000202
200030,Experiment 030,Dragonling,Dark,Whitefire,125,Dragon,#410,18.00%,Shadow Assault,80,Dark,#432,18.00%,Malicious Pinch,70,Dark,#416,9.00%,Dimensional Shredder,85,Dragon,#280,10.00%,Dragon's Roar,***,#283,17.00%,Dragonfire Cloak,****,#467,10.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E10537E9E00000203
200031,Experiment 031,Ghost,Normal,Phantom Abyss,125,Ghost,#409,18.00%,Clap Slap,45,Normal,#8,16.00%,Snuggle Tackle,70,Normal,#27,20.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Blind,*****,#442,15.00%,Eerie Mist,*****,#466,7.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E27394F9F00000204
200032,Experiment 032,Ghost,Ice,Frost Bite,30,Ice,#105,7.00%,Frozen Tundra,125,Ice,#402,20.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Artic Chill,55,Ice,#116,9.00%,Sub Zero,*****,#458,16.00%,Eerie Mist,*****,#466,13.00%,Illusion,#392,10.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3E1F20A000000205
200033,Experiment 033,Bug,Psychic,Brain Torment,80,Psychic,#427,18.00%,Reality Bend,125,Psychic,#406,27.00%,Telepathic Tempest,85,Psychic,#208,15.00%,Solar Storm,70,Cosmic,#351,12.00%,Infestation,****,#230,12.00%,Sticky Web,**,#228,4.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5504F1A100000206
200034,Experiment 034,Fighting,Steel,Metal Fang,100,Steel,#309,28.00%,Pile Drive,80,Fighting,#423,14.00%,Low Sweep,40,Fighting,#133,9.00%,Omega Steel Strike,85,Steel,#316,21.00%,Metallic Harden,***,#319,14.00%,Rust,*,#317,4.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6BEAC2A200000207
200035,Experiment 035,Fighting,Psychic,Brain Torment,80,Psychic,#427,17.00%,Fatal Sneak Attack,125,Fighting,#395,13.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Close Combat,85,Fighting,#136,17.00%,Kung Fu Confusion,****,#140,15.00%,Counter Attack,***,#449,10.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E82D093A300000208
200036,Experiment 036,Fire,Psychic,Fireball Storm,120,Fire,#42,23.00%,Heat Wave,50,Fire,#35,5.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Rock Throw,40,Rock,#241,10.00%,Ancient Power,***,#247,9.00%,Impenetrable Armour,****,#465,20.00%,Evade,#375,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3153A646000001AB
200037,Experiment 037,Poison,Rock,Poison Spike,80,Poison,#424,15.00%,Venom Nova,125,Poison,#403,22.00%,Venom Pounce,70,Poison,#153,11.00%,Noxious Eruption,85,Poison,#154,11.00%,Toxic Wasteland,*****,#460,20.00%,Gravel Grind,*,#245,10.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E48397747000001AC
200038,Experiment 038,Fire,Undead,Corpse Explosion,80,Undead,#361,16.00%,Napalm,125,Fire,#398,20.00%,Decay Dive,55,Undead,#368,10.00%,Infernal Explosion,85,Fire,#46,14.00%,Burn Up,**,#48,17.00%,Death's Dominion,****,#374,10.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5F1F4848000001AD
200039,Experiment 039,Cosmic,Ghost,Ghastly Grapple,100,Ghost,#256,17.00%,Apparition Slam,80,Ghost,#430,12.00%,Wraith Whip,70,Undead,#369,19.00%,Deathly Dismemberment,85,Undead,#370,24.00%,Deathly Curse,**,#372,11.00%,Deafening Scream,***,#453,5.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E76051949000001AE
200040,Experiment 040,Cosmic,Dragonling,Starlight Burst,80,Cosmic,#435,22.00%,Starry Nightfall,100,Cosmic,#346,13.00%,Talon Hammer,55,Dragon,#278,8.00%,Supernova,70,Dragon,#279,14.00%,Lucky Comet,****,#471,18.00%,Deafening Scream,***,#453,11.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8CEAEA4A000001AF
