#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%
200031,Experiment 031,Ghost,Normal,Phantom Abyss,125,Ghost,#409,19.00%,Clap Slap,45,Normal,#8,16.00%,Snuggle Tackle,70,Normal,#27,20.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Blind,*****,#442,14.00%,Eerie Mist,*****,#466,7.00%,Protect,#377,10.00%,Miss,#1,14.00%
200032,Experiment 032,Ghost,Ice,Frost Bite,30,Ice,#105,13.00%,Frozen Tundra,125,Ice,#402,23.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Artic Chill,55,Ice,#116,13.00%,Sub Zero,*****,#458,16.00%,Eerie Mist,*****,#466,15.00%,Illusion,#392,11.00%,Miss,#1,10.00%
200033,Experiment 033,Bug,Psychic,Brain Torment,80,Psychic,#427,18.00%,Reality Bend,125,Psychic,#406,25.00%,Telepathic Tempest,85,Psychic,#208,13.00%,Solar Storm,70,Cosmic,#351,12.00%,Leech,*,#227,11.00%,Sticky Web,**,#228,4.00%,Protect,#377,12.00%,Miss,#1,17.00%
200034,Experiment 034,Fighting,Steel,Metal Fang,100,Steel,#309,29.00%,Pile Drive,80,Fighting,#423,14.00%,Low Sweep,40,Fighting,#133,9.00%,Steel Swipe,55,Steel,#314,20.00%,Iron Defense,**,#318,14.00%,Rust,*,#317,4.00%,Protect,#377,13.00%,Miss,#1,10.00%
200035,Experiment 035,Fighting,Psychic,Brain Torment,80,Psychic,#427,15.00%,Fatal Sneak Attack,125,Fighting,#395,12.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Close Combat,85,Fighting,#136,17.00%,Guard Up,***,#139,15.00%,Counter Attack,***,#449,10.00%,Protect,#377,10.00%,Miss,#1,18.00%
200036,Experiment 036,Fire,Psychic,Fireball Storm,120,Fire,#42,23.00%,Heat Wave,50,Fire,#35,5.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Rock Throw,40,Rock,#241,10.00%,Burn Up,**,#48,9.00%,Impenetrable Armour,****,#465,19.00%,Evade,#375,10.00%,Miss,#1,19.00%
200037,Experiment 037,Poison,Rock,Poison Spike,80,Poison,#424,15.00%,Venom Nova,125,Poison,#403,22.00%,Venom Pounce,70,Poison,#153,11.00%,Noxious Eruption,85,Poison,#154,12.00%,Toxic Wasteland,*****,#460,22.00%,Gravel Grind,*,#245,8.00%,Protect,#377,18.00%,Miss,#1,10.00%
200038,Experiment 038,Fire,Undead,Corpse Explosion,80,Undead,#361,18.00%,Napalm,125,Fire,#398,20.00%,Decay Dive,55,Undead,#368,10.00%,Infernal Explosion,85,Fire,#46,13.00%,Burn Up,**,#48,15.00%,Deathly Curse,**,#372,11.00%,Protect,#377,12.00%,Miss,#1,13.00%
200039,Experiment 039,Cosmic,Ghost,Ghastly Grapple,100,Ghost,#256,18.00%,Apparition Slam,80,Ghost,#430,12.00%,Wraith Whip,70,Undead,#369,18.00%,Deathly Dismemberment,85,Undead,#370,24.00%,Deathly Curse,**,#372,11.00%,Deafening Scream,***,#453,7.00%,Protect,#377,15.00%,Miss,#1,10.00%
200040,Experiment 040,Cosmic,Dragonling,Starlight Burst,80,Cosmic,#435,23.00%,Starry Nightfall,100,Cosmic,#346,15.00%,Talon Hammer,55,Dragon,#278,8.00%,Supernova,70,Dragon,#279,13.00%,Lucky Comet,****,#471,18.00%,Deafening Scream,***,#453,11.00%,Protect,#377,14.00%,Miss,#1,12.00%
200041,Normal Titan,Normal,,Tectonic Suplex,200,Normal,#523,32.00%,Death Hug,125,Normal,#397,9.00%,Close Combat,85,Fighting,#136,5.00%,Extreme Speed,85,Normal,#28,5.00%,Confuse Ray,*,#29,5.00%,Spirit Boost,*,#137,5.00%,Counter,#389,19.00%,Miss,#1,39.00%
200042,Fire Titan,Fire,,Inferno Core Blast,200,Fire,#524,21.00%,Inferno Blitz,80,Fire,#37,15.00%,Searing Strike,55,Fire,#44,3.00%,Quick Attack,40,Normal,#25,7.00%,Surge Shield,*,#101,5.00%,Fire Cloak,*,#47,5.00%,Riftwalk,#381,33.00%,Miss,#1,44.00%
200043,Water Titan,Water,,Abyssal Trench,200,Water,#525,29.00%,Tidal Wave,80,Water,#55,10.00%,Rain Dance Rush,40,Water,#61,7.00%,Water Whip,55,Water,#62,6.00%,Seafoam Shield,*,#65,3.00%,Hypnosis Haze,*,#209,2.00%,Dive,#387,27.00%,Miss,#1,43.00%
200044,Grass Titan,Grass,,Twisted Forest,200,Grass,#526,26.00%,Forest Fury,100,Grass,#76,6.00%,Leaf Tornado,70,Grass,#81,10.00%,Chlorophyll Charge,85,Grass,#82,9.00%,Petal Dance,*,#83,5.00%,Phantom Scream,*,#263,5.00%,Illusion,#392,28.00%,Miss,#1,39.00%
200045,Electric Titan,Electric,,Obliterating Volt,200,Electric,#527,28.00%,Hurricane,100,Flying,#183,12.00%,Talon Tornado,85,Flying,#190,6.00%,Shockwave Smash,85,Electric,#100,4.00%,Surge Shield,*,#101,8.00%,Sucker Punch,***,#448,7.00%,Acrobatics,#393,20.00%,Miss,#1,35.00%
200046,Ice Titan,Ice,,Liquid Nitrogen Blast,200,Ice,#528,35.00%,Frozen Tundra,125,Ice,#402,11.00%,Crystal Crush,85,Ice,#118,5.00%,Geode Grenade,85,Rock,#244,9.00%,Icy Wind,*,#119,2.00%,Freeze Ray,**,#120,3.00%,Mirage,#383,27.00%,Miss,#1,35.00%
200047,Fighting Titan,Fighting,,Serious Punch,200,Fighting,#529,25.00%,Jaw Crush,85,Normal,#16,11.00%,Cross Chop,55,Fighting,#134,10.00%,Low Sweep,40,Fighting,#133,8.00%,Courageous Roar,**,#138,2.00%,Spirit Boost,*,#137,2.00%,Counter,#389,34.00%,Miss,#1,42.00%
200048,Poison Titan,Poison,,Max Necrosis,200,Poison,#530,29.00%,Venom Nova,125,Poison,#403,9.00%,Noxious Eruption,85,Poison,#154,8.00%,Eternal Nightfall,85,Dark,#298,10.00%,Toxic Touch,*,#155,4.00%,Frighten,*,#299,4.00%,Evade,#375,34.00%,Miss,#1,36.00%
200049,Ground Titan,Ground,,Depths of Earth,200,Ground,#531,25.00%,Earthquake,100,Ground,#165,5.00%,Tremor Shake,70,Ground,#171,10.00%,Digging Strike,55,Ground,#170,8.00%,Dust Devil,**,#174,10.00%,Quicksand Sinkhole,*,#173,2.00%,Block,#394,29.00%,Miss,#1,40.00%
200050,Flying Titan,Flying,,Tornado Rip,200,Flying,#532,27.00%,Feather Shot,80,Flying,#426,6.00%,Whirlwind Whack,70,Flying,#189,2.00%,Cyclone Kick,55,Flying,#188,3.00%,Tailwind Boost,**,#192,10.00%,Roost,*,#191,12.00%,Fly,#391,30.00%,Miss,#1,40.00%
200051,Psychic Titan,Psychic,,Brain Explode,200,Psychic,#533,30.00%,Zen Headbutt,80,Psychic,#200,8.00%,Mighty Migraine,40,Psychic,#205,3.00%,Psychic Surge,55,Psychic,#206,10.00%,Telekinetic Shield,**,#210,3.00%,Hypnosis Haze,*,#209,3.00%,Mirage,#383,13.00%,Miss,#1,43.00%
200052,Bug Titan,Bug,,Hive Mind Swarm,200,Bug,#534,28.00%,Insects Rising,125,Bug,#407,12.00%,Crawler Clobber,85,Bug,#226,8.00%,Fissure Quake,85,Ground,#172,6.00%,Dust Devil,**,#174,5.00%,Sticky Web,**,#228,7.00%,Protect,#377,33.00%,Miss,#1,34.00%
200053,Rock Titan,Rock,,Marble Minigun,200,Rock,#535,27.00%,Obsidian Obliteration,120,Rock,#240,11.00%,Geode Grenade,85,Rock,#244,8.00%,Bedrock Blast,70,Rock,#243,7.00%,Rock Shield,**,#246,3.00%,Gravel Grind,*,#245,4.00%,Block,#394,24.00%,Miss,#1,40.00%
200054,Ghost Titan,Ghost,,Sleep Paralysis,200,Ghost,#536,26.00%,Ectoplasmic Explosion,80,Ghost,#253,8.00%,Ghostly Guillotine,85,Ghost,#262,3.00%,Night Terror,70,Ghost,#261,8.00%,Haunting Curse,**,#264,10.00%,Phantom Scream,*,#263,7.00%,Shadow Swap,#382,34.00%,Miss,#1,38.00%
200055,Dragon Titan,Dragon,,Primal Fire,200,Dragon,#537,30.00%,Rampage,80,Dragon,#272,9.00%,Talon Hammer,55,Dragon,#278,9.00%,Supernova,70,Dragon,#279,5.00%,Confuse Ray,*,#29,5.00%,Gust,*,#281,5.00%,Parry,#388,34.00%,Miss,#1,37.00%
200056,Dark Titan,Dark,,The Void,200,Dark,#538,24.00%,Blackout Strike,50,Dark,#287,20.00%,Umbral Uppercut,40,Dark,#295,10.00%,Obilivion Orb,70,Dark,#297,4.00%,Dark Whispers,**,#300,3.00%,Frighten,*,#299,3.00%,Shadow Swap,#382,38.00%,Miss,#1,36.00%
200057,Steel Titan,Steel,,Infinity Slash,200,Steel,#539,21.00%,Iron Headbutt,30,Steel,#303,11.00%,Alloy Attack,40,Steel,#313,5.00%,Steel Swipe,55,Steel,#314,3.00%,Iron Defense,**,#318,7.00%,Rust,*,#317,8.00%,Detect,#390,27.00%,Miss,#1,45.00%
200058,Fairy Titan,Fairy,,Cannon of Light,200,Fairy,#540,13.00%,Piercing Sparkle,125,Fairy,#413,10.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Flutter Fury,70,Fairy,#333,9.00%,Charm Beam,**,#336,10.00%,Dreamy Haze,*,#335,11.00%,Acrobatics,#393,25.00%,Miss,#1,37.00%
200059,Cosmic Titan,Cosmic,,Nebula Giga Implosion,200,Cosmic,#541,14.00%,Black Hole Implosion,120,Cosmic,#347,10.00%,Interstellar Impact,85,Cosmic,#352,10.00%,Solar Storm,70,Cosmic,#351,10.00%,Space Time Warp,**,#354,10.00%,Eclipse Edge,*,#353,9.00%,Riftwalk,#381,39.00%,Miss,#1,37.00%
200060,Undead Titan,Undead,,Torturous Death,200,Undead,#542,20.00%,Touch of Death,125,Undead,#414,20.00%,Deathly Dismemberment,85,Undead,#370,10.00%,Wraith Whip,70,Undead,#369,9.00%,Deathly Curse,**,#372,2.00%,Gruesome Gaze,*,#371,3.00%,Burrow,#385,25.00%,Miss,#1,36.00%
200061,Vortex Titan,Cosmic,Ghost,Nebula Giga Implosion,200,Cosmic,#541,14.00%,Apparition Slam,80,Ghost,#430,14.00%,Cursed Cut,55,Ghost,#260,7.00%,Aurora Blast,55,Cosmic,#350,11.00%,Slow Spell,****,#513,5.00%,Paranoia,*****,#445,9.00%,Shadow Swap,#382,34.00%,Miss,#1,40.00%
200062,Lava Titan,Fire,Rock,Stone Storm,80,Rock,#236,14.00%,Inferno Core Blast,200,Fire,#524,12.00%,Searing Strike,55,Fire,#44,11.00%,Bedrock Blast,70,Rock,#243,9.00%,Hellfire,*****,#454,10.00%,Gravel Grind,*,#245,10.00%,Block,#394,29.00%,Miss,#1,34.00%
200063,Phantom Titan,Fighting,Undead,Torturous Death,200,Undead,#542,15.00%,Fists of Fury,80,Fighting,#128,15.00%,Smack Down,70,Fighting,#135,7.00%,Decay Dive,55,Undead,#368,9.00%,Neck Snap,*****,#439,9.00%,Lazer Focus,*****,#459,5.00%,Counter,#389,29.00%,Miss,#1,40.00%
200064,Galactic Titan,Cosmic,Psychic,Starlight Burst,80,Cosmic,#435,10.00%,Brain Explode,200,Psychic,#533,16.00%,Aurora Blast,55,Cosmic,#350,5.00%,Aura Sphere Blast,70,Psychic,#207,7.00%,Space Time Warp,**,#354,11.00%,Fatigue Spell,****,#514,10.00%,Illusion,#392,26.00%,Miss,#1,41.00%
200065,Aurora Titan,Electric,Ice,Arc Lightning,80,Electric,#421,15.00%,Liquid Nitrogen Blast,200,Ice,#528,17.00%,Shockwave Smash,85,Electric,#100,10.00%,Crystal Crush,85,Ice,#118,10.00%,Eye of the Storm,*****,#457,7.00%,Sub Zero,*****,#458,6.00%,Detect,#390,26.00%,Miss,#1,35.00%
200066,Nether Titan,Dark,Ghost,The Void,200,Dark,#538,11.00%,Ectoplasmic Explosion,80,Ghost,#253,13.00%,Nightmarish Nudge,40,Ghost,#259,14.00%,Eternal Nightfall,85,Dark,#298,7.00%,Soul Drain,***,#265,6.00%,Dark Cloud,*****,#444,10.00%,Riftwalk,#381,37.00%,Miss,#1,39.00%
200067,Chaos Titan,Electric,Water,Abyssal Trench,200,Water,#525,11.00%,Electric Whip,80,Electric,#92,11.00%,Drenching Downpour,85,Water,#64,10.00%,Spark Shuriken,55,Electric,#98,10.00%,Oceanic Domain,*****,#455,10.00%,Surge Shield,*,#101,11.00%,Dive,#387,37.00%,Miss,#1,37.00%
200068,Peace Titan,Fighting,Rock,Serious Punch,200,Fighting,#529,15.00%,Obsidian Blast,100,Rock,#238,11.00%,Bedrock Blast,70,Rock,#243,8.00%,Smack Down,70,Fighting,#135,5.00%,Lazer Focus,*****,#459,8.00%,Ancient Power,***,#247,10.00%,Withdraw,#379,32.00%,Miss,#1,43.00%
200069,Gem Titan,Ground,Rock,Rock Shot,80,Rock,#429,16.00%,Depths of Earth,200,Ground,#531,18.00%,Tremor Shake,70,Ground,#171,6.00%,Fossil Fury,55,Rock,#242,10.00%,Impenetrable Armour,****,#465,5.00%,Tectonic Divide,*****,#461,8.00%,Burrow,#385,26.00%,Miss,#1,37.00%
200070,Ash Titan,Fire,Undead,Torturous Death,200,Undead,#542,10.00%,Inferno Core Blast,200,Fire,#524,13.00%,Deathly Dismemberment,85,Undead,#370,8.00%,Infernal Explosion,85,Fire,#46,8.00%,Fire Cloak,*,#47,8.00%,Gruesome Gaze,*,#371,8.00%,Evade,#375,30.00%,Miss,#1,45.00%
200071,Golden Titan,Cosmic,Steel,Nebula Giga Implosion,200,Cosmic,#541,14.00%,Alloy Smash,80,Steel,#433,11.00%,Alloy Attack,40,Steel,#313,8.00%,Lunar Wave,40,Cosmic,#349,8.00%,Space Time Warp,**,#354,9.00%,Armour Up,****,#504,9.00%,Shield Deflect,#503,38.00%,Miss,#1,41.00%
200072,Flower Titan,Grass,Psychic,Twisted Forest,200,Grass,#526,15.00%,Brain Torment,80,Psychic,#427,15.00%,Leaf Tornado,70,Grass,#81,6.00%,Psychic Surge,55,Psychic,#206,2.00%,Sacred Garden,*****,#456,11.00%,Thought Scramble,****,#212,10.00%,Mirage,#383,26.00%,Miss,#1,41.00%
200073,Angel Titan,Fairy,Flying,Cannon of Light,200,Fairy,#540,14.00%,Hurricane,100,Flying,#183,14.00%,Pixie Power,40,Fairy,#331,12.00%,Cyclone Kick,55,Flying,#188,6.00%,Strong Winds,*****,#462,7.00%,Soothing Voice,***,#452,5.00%,Fly,#391,30.00%,Miss,#1,42.00%
200074,Iron Titan,Normal,Steel,Stomp,65,Normal,#12,12.00%,Infinity Slash,200,Steel,#539,20.00%,Bolt Blade,70,Steel,#315,3.00%,Extreme Speed,85,Normal,#28,2.00%,Rust,*,#317,12.00%,Special Talent,****,#446,8.00%,Decoy,#384,21.00%,Miss,#1,43.00%
200075,Nature Titan,Grass,Water,Twisted Forest,200,Grass,#526,15.00%,Hydro Cannon,80,Water,#56,10.00%,Rain Dance Rush,40,Water,#61,9.00%,Leaf Tornado,70,Grass,#81,10.00%,Bubble Barrier,**,#66,10.00%,Sacred Garden,*****,#456,10.00%,Dodge,#376,29.00%,Miss,#1,36.00%
200076,Cyber Titan,Electric,Steel,Metallic Rush,80,Steel,#308,10.00%,Obliterating Volt,200,Electric,#527,13.00%,Spark Shuriken,55,Electric,#98,10.00%,Alloy Attack,40,Steel,#313,10.00%,Metallic Harden,***,#319,9.00%,Armour Up,****,#504,10.00%,Evade,#375,33.00%,Miss,#1,38.00%
200077,Meta Titan,Poison,Psychic,Poisonous Whirlwind,80,Poison,#146,19.00%,Brain Explode,200,Psychic,#533,15.00%,Sludge Cannon,55,Poison,#152,10.00%,Psychic Surge,55,Psychic,#206,8.00%,Polymorph,*****,#520,7.00%,Acid Rain,***,#157,8.00%,Counter,#389,26.00%,Miss,#1,33.00%
200078,Aether Titan,Fairy,Steel,Cannon of Light,200,Fairy,#540,10.00%,Alloy Smash,80,Steel,#433,10.00%,Pixie Power,40,Fairy,#331,10.00%,Alloy Attack,40,Steel,#313,10.00%,Blinding Light,**,#451,9.00%,Overdrive,*****,#469,11.00%,Leap,#380,29.00%,Miss,#1,40.00%
200079,Void Titan,Dark,Electric,Darkness Plunge,125,Dark,#411,13.00%,Obliterating Volt,200,Electric,#527,15.00%,Eternal Nightfall,85,Dark,#298,10.00%,Spark Shuriken,55,Electric,#98,10.00%,Nocturnal Nightmare,****,#302,5.00%,Eye of the Storm,*****,#457,5.00%,Acrobatics,#393,29.00%,Miss,#1,42.00%
200080,Runic Titan,Electric,Psychic,Zap Cannon,80,Electric,#91,15.00%,Brain Explode,200,Psychic,#533,15.00%,Telepathic Tempest,85,Psychic,#208,6.00%,Shockwave Smash,85,Electric,#100,6.00%,Polymorph,*****,#520,10.00%,Surge Shield,*,#101,10.00%,Mirage,#383,22.00%,Miss,#1,38.00%
300001,Ducki,Water,,Surf Strike,50,Water,#54,8.00%,Water Gun,50,Water,#53,14.00%,Snuggle Tackle,70,Normal,#27,13.00%,Quack Attack,85,Water,#499,20.00%,Build Sandcastle,*****,#500,15.00%,Aqua Veil,***,#67,11.00%,Dive,#387,12.00%,Miss,#1,19.00%
300002,Crab-o-lantern,Bug,Ghost,Chitin Crush,50,Bug,#216,7.00%,Rapid Sting,80,Bug,#428,21.00%,Chrysalid Charge,70,Bug,#225,12.00%,Night Terror,70,Ghost,#261,14.00%,Paranoia,*****,#445,18.00%,Ghostly Possession,****,#266,14.00%,Leap,#380,13.00%,Miss,#1,14.00%
300003,Kitch,Dark,Normal,Death Hug,125,Normal,#397,15.00%,Shadow Assault,80,Dark,#432,6.00%,Eclipse Eruption,55,Dark,#296,20.00%,Blaze Rush,40,Dragon,#277,18.00%,Dark Cloud,*****,#444,10.00%,Neck Snap,*****,#439,14.00%,Protect,#377,10.00%,Miss,#1,17.00%
300004,Spookster,Bug,Poison,Web Shot Lunge,100,Bug,#220,17.00%,X-Scissor Strike,100,Bug,#219,19.00%,Venom Pounce,70,Poison,#153,12.00%,Chrysalid Charge,70,Bug,#225,11.00%,Toxic Wasteland,*****,#460,15.00%,Acid Rain,***,#157,16.00%,Protect,#377,14.00%,Miss,#1,10.00%
300005,Hauntfish,Ghost,Water,Phantom Abyss,125,Ghost,#409,14.00%,Ethereal Blast,80,Ghost,#254,12.00%,Ghostly Guillotine,85,Ghost,#262,15.00%,Torrential Tempest,70,Water,#63,8.00%,Paranoia,*****,#445,13.00%,Aqua Veil,***,#67,12.00%,Protect,#377,13.00%,Miss,#1,26.00%
300006,Swampa,Cosmic,Dark,Starlight Burst,80,Cosmic,#435,15.00%,Shadow Assault,80,Dark,#432,18.00%,Solar Storm,70,Cosmic,#351,14.00%,Interstellar Impact,85,Cosmic,#352,9.00%,Dark Cloud,*****,#444,12.00%,Lucky Comet,****,#471,11.00%,Protect,#377,13.00%,Miss,#1,21.00%
300007,Growlair,Ground,Normal,Ground Fissure,80,Ground,#425,15.00%,Earthquake,100,Ground,#165,15.00%,Extreme Speed,85,Normal,#28,8.00%,Face Punch,75,Normal,#488,8.00%,Tectonic Divide,*****,#461,17.00%,Sand Pit Trap,***,#175,15.00%,Leap,#380,11.00%,Miss,#1,22.00%
300008,Jack,Dark,Fire,Dark Void Vortex,100,Dark,#292,15.00%,Fire Ball,80,Fire,#418,12.00%,Flame Whirlwind,70,Fire,#45,14.00%,Obilivion Orb,70,Dark,#297,16.00%,Hellfire,*****,#454,14.00%,Frighten,*,#299,9.00%,Protect,#377,12.00%,Miss,#1,20.00%
300009,Werewitch,Dark,Psychic,Reality Bend,125,Psychic,#406,19.00%,Shadow Assault,80,Dark,#432,13.00%,Fire Power,75,Fire,#473,8.00%,Psychic Surge,55,Psychic,#206,8.00%,Fatigue Spell,****,#514,9.00%,Dark Cloud,*****,#444,13.00%,Protect,#377,11.00%,Miss,#1,30.00%
300010,Horrorgon,Dark,Dragon,Napalm,125,Fire,#398,11.00%,World-ending Fire,120,Dragon,#276,14.00%,Dimensional Shredder,85,Dragon,#280,20.00%,Eclipse Eruption,55,Dark,#296,8.00%,Deafening Scream,***,#453,10.00%,Hellfire,*****,#454,14.00%,Protect,#377,14.00%,Miss,#1,23.00%
300011,Murdatile,Dark,Fire,Dark Void Vortex,100,Dark,#292,11.00%,Midnight Maul,80,Dark,#289,18.00%,Malicious Pinch,70,Dark,#416,15.00%,Flame Whirlwind,70,Fire,#45,11.00%,Total Darkness,*****,#468,12.00%,Sucker Punch,***,#448,10.00%,Protect,#377,15.00%,Miss,#1,23.00%
400001,Xscapian 001,Fairy,Fighting,Dragon Kick,120,Fighting,#131,18.00%,Glittering Sweep,80,Fairy,#326,10.00%,Low Sweep,40,Fighting,#133,13.00%,Javelin Shot,70,Steel,#506,15.00%,Dreamy Haze,*,#335,8.00%,Wonderland,****,#470,20.00%,Protect,#377,12.00%,Miss,#1,16.00%
400002,Xscapian 002,Dark,Steel,Shadow Assault,80,Dark,#432,10.00%,Dark Energy Blast,100,Dark,#291,13.00%,Steel Strike,75,Steel,#492,10.00%,Psychic Power,75,Psychic,#478,15.00%,Total Darkness,*****,#468,14.00%,Frighten,*,#299,9.00%,Shield Deflect,#503,10.00%,Miss,#1,29.00%
400003,Xscapian 003,Fighting,Normal,Giga Slam,100,Normal,#21,20.00%,Guillotine,85,Normal,#17,10.00%,Close Combat,85,Fighting,#136,18.00%,Omega Steel Strike,85,Steel,#316,10.00%,Counter Attack,***,#449,10.00%,Lazer Focus,*****,#459,9.00%,Protect,#377,10.00%,Miss,#1,23.00%
400004,Xscapian 004,Rock,Steel,Heavy Cleave,100,Steel,#521,18.00%,Meteoric Impact,125,Rock,#408,8.00%,Steel Swipe,55,Steel,#314,7.00%,Bedrock Blast,70,Rock,#243,22.00%,Impenetrable Armour,****,#465,13.00%,Iron Defense,**,#318,10.00%,Shield Deflect,#503,10.00%,Miss,#1,22.00%
400005,Xscapian 005,Ground,Steel,Sword Slash,85,Steel,#501,15.00%,Cataclysm,125,Ground,#404,8.00%,Fissure Quake,85,Ground,#172,19.00%,Alloy Attack,40,Steel,#313,10.00%,Counter Attack,***,#449,13.00%,Dust Devil,**,#174,18.00%,Protect,#377,12.00%,Miss,#1,17.00%
400006,Xscapian 006,Fighting,Normal,Zen Headbutt,80,Psychic,#200,13.00%,Spear Drill,90,Normal,#19,20.00%,Extreme Speed,85,Normal,#28,17.00%,Quick Attack,40,Normal,#25,5.00%,Neck Snap,*****,#439,16.00%,Health Potion,****,#508,8.00%,Protect,#377,10.00%,Miss,#1,21.00%
400007,Xscapian 007,Psychic,Steel,Mental Shockwave,100,Psychic,#201,22.00%,Reality Bend,125,Psychic,#406,21.00%,Psychic Surge,55,Psychic,#206,5.00%,Alloy Attack,40,Steel,#313,5.00%,Counter Attack,***,#449,9.00%,Iron Defense,**,#318,12.00%,Block,#394,10.00%,Miss,#1,26.00%
400008,Xscapian 008,Rock,Steel,Absolute Iron,125,Steel,#412,14.00%,Metallic Rush,80,Steel,#308,15.00%,Terra Tackle,40,Ground,#169,7.00%,Steel Strike,75,Steel,#492,12.00%,Rock Shield,**,#246,16.00%,Sucker Punch,***,#448,20.00%,Protect,#377,12.00%,Miss,#1,16.00%
400009,Xscapian 009,Dark,Steel,Shadow Assault,80,Dark,#432,10.00%,Alloy Smash,80,Steel,#433,10.00%,Bolt Blade,70,Steel,#315,17.00%,Backstab,75,Dark,#518,24.00%,Knacker,**,#450,6.00%,Steel Plague,****,#320,7.00%,Protect,#377,14.00%,Miss,#1,26.00%
400010,Ragnarokar,Dragon,Fighting,Obliterating Breath,120,Dragon,#275,15.00%,Dragon Leap,100,Dragon,#274,13.00%,Omega Steel Strike,85,Steel,#316,18.00%,Smack Down,70,Fighting,#135,18.00%,Kung Fu Confusion,****,#140,8.00%,Awaken,****,#447,8.00%,Protect,#377,13.00%,Miss,#1,20.00%
400011,Xscapian 011,Fairy,Steel,Sword Slash,85,Steel,#501,20.00%,Piercing Sparkle,125,Fairy,#413,7.00%,Fairy Strike,55,Fairy,#332,7.00%,Steel Swipe,55,Steel,#314,10.00%,Special Talent,****,#446,16.00%,Knacker,**,#450,20.00%,Protect,#377,10.00%,Miss,#1,20.00%
400012,Xscapian 012,Normal,Steel,Telekinesis Throw,30,Psychic,#196,5.00%,Giga Slam,100,Normal,#21,15.00%,Steel Swipe,55,Steel,#314,15.00%,Alloy Attack,40,Steel,#313,15.00%,Counter Attack,***,#449,16.00%,Pressure Point,*****,#440,14.00%,Protect,#377,10.00%,Miss,#1,20.00%
400013,Xscapian 013,Rock,Steel,Rock Shot,80,Rock,#429,17.00%,Stone Storm,80,Rock,#236,17.00%,Overhead Slash,70,Steel,#505,16.00%,Steel Swipe,55,Steel,#314,6.00%,Cuteness Overload,*****,#498,17.00%,Rust,*,#317,10.00%,Protect,#377,11.00%,Miss,#1,17.00%
400014,Xscapian 014,Dragonling,Fighting,Fatal Sneak Attack,125,Fighting,#395,16.00%,Dragon Kick,120,Fighting,#131,13.00%,Close Combat,85,Fighting,#136,17.00%,Blaze Rush,40,Dragon,#277,10.00%,Deafening Scream,***,#453,9.00%,Awaken,****,#447,9.00%,Protect,#377,15.00%,Miss,#1,26.00%
400015,Xscapian 015,FIre,Steel,Fire Ball,80,Fire,#418,11.00%,Heavy Cleave,100,Steel,#521,13.00%,Flame Whirlwind,70,Fire,#45,14.00%,Psychic Surge,55,Psychic,#206,10.00%,Hellfire,*****,#454,12.00%,Burn Up,**,#48,10.00%,Backflip,#378,11.00%,Miss,#1,30.00%
400016,Xscapian 016,Normal,Steel,Twinkle Tackle,80,Fairy,#325,10.00%,Heavy Cleave,100,Steel,#521,12.00%,Heavenly Hurricane,85,Fairy,#334,20.00%,Jet Strike,55,Normal,#26,15.00%,Lullaby,**,#30,13.00%,Health Potion,****,#508,8.00%,Protect,#377,10.00%,Miss,#1,22.00%
400017,Xscapian 017,Fire,Fighting,Submission Slam,120,Fighting,#132,19.00%,Iron Strike,100,Fighting,#130,21.00%,Flame Whirlwind,70,Fire,#45,10.00%,Lava Plume,85,Fire,#522,10.00%,Courageous Roar,**,#138,15.00%,Fire Cloak,*,#47,11.00%,Protect,#377,14.00%,Miss,#1,14.00%
400018,Xscapian 018,Dark,Steel,Darkness Plunge,125,Dark,#411,12.00%,Midnight Maul,80,Dark,#289,9.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Backstab,75,Dark,#518,16.00%,Iron Defense,**,#318,20.00%,Iron Defense,**,#318,11.00%,Protect,#377,10.00%,Miss,#1,17.00%
400019,Xscapian 019,Flying,Steel,Sword Slash,85,Steel,#501,8.00%,Gale Force Barrage,125,Flying,#405,7.00%,Flying Strike,75,Flying,#490,10.00%,Steel Swipe,55,Steel,#314,15.00%,Strong Winds,*****,#462,15.00%,Counter Attack,***,#449,11.00%,Fly,#391,12.00%,Miss,#1,34.00%
400020,Aldorion,Cosmic,Dragon,Dimensional Lazer,125,Cosmic,#396,23.00%,Chain Lightning,100,Electric,#510,10.00%,Interstellar Impact,85,Cosmic,#352,15.00%,Supernova,70,Dragon,#279,13.00%,Slow Spell,****,#513,10.00%,Disarm,*****,#441,8.00%,Protect,#377,14.00%,Miss,#1,21.00%
400021,Xscapian 021,Fairy,Steel,Arc Lightning,80,Electric,#421,18.00%,Mystic Moonbeam,120,Fairy,#329,18.00%,Overhead Slash,70,Steel,#505,8.00%,Steel Swipe,55,Steel,#314,8.00%,Cuteness Overload,*****,#498,12.00%,Blinding Light,**,#451,11.00%,Shield Deflect,#503,11.00%,Miss,#1,25.00%
